Unique_ID,Domain,Taxonomic group,Scientific name,COSEWIC common name,COSEWIC population,COSEWIC status,COSEWIC last assessment date,Estimated re-assessment,Legal common name,Legal population,Schedule 1 status,Last status change,SARA schedule,Date added,Range,Under consideration for,GIC decision,Scheduled Assessment
Oncorhynchus nerka - Sockeye Salmon (Widgeon (River-Type) population),Aquatic,Fishes (marine),Oncorhynchus nerka,Sockeye Salmon,Widgeon (River-Type) population,Threatened,2017-11-01,2027-11-01 00:00:00,Sockeye Salmon,Widgeon (River-Type) population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (East Vancouver Island, Ocean, Fall (EVI + SFj) population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"East Vancouver Island, Ocean, Fall (EVI + SFj) population",Not at Risk,2020-11-04,2030-11-04 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (East Vancouver Island, Ocean, Fall population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"East Vancouver Island, Ocean, Fall population",Special Concern,2020-11-04,2030-11-04 00:00:00,Chinook Salmon,"East Vancouver Island, Ocean, Fall population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (East Vancouver Island, Ocean, Summer population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"East Vancouver Island, Ocean, Summer population",Endangered,2020-11-04,2030-11-04 00:00:00,Chinook Salmon,"East Vancouver Island, Ocean, Summer population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (East Vancouver Island, Stream, Spring population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"East Vancouver Island, Stream, Spring population",Endangered,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"East Vancouver Island, Stream, Spring population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Lower Fraser, Ocean, Fall population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Lower Fraser, Ocean, Fall population",Threatened,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"Lower Fraser, Ocean, Fall population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Lower Fraser, Ocean, Summer population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Lower Fraser, Ocean, Summer population",Endangered,2020-11-04,2030-11-04 00:00:00,Chinook Salmon,"Lower Fraser, Ocean, Summer population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Lower Fraser, Stream, Spring population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Lower Fraser, Stream, Spring population",Special Concern,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"Lower Fraser, Stream, Spring population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Lower Fraser, Stream, Summer (Upper Pitt) population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Lower Fraser, Stream, Summer (Upper Pitt) population",Endangered,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"Lower Fraser, Stream, Summer (Upper Pitt) population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Lower Fraser, Stream, Summer population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Lower Fraser, Stream, Summer population",Threatened,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"Lower Fraser, Stream, Summer population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Lower Thompson, Stream, Spring population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Lower Thompson, Stream, Spring population",Endangered,2020-11-04,2030-11-04 00:00:00,Chinook Salmon,"Lower Thompson, Stream, Spring population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Middle Fraser, Stream, Fall population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Middle Fraser, Stream, Fall population",Endangered,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"Middle Fraser, Stream, Fall population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Middle Fraser, Stream, Spring (MFR+GStr) population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Middle Fraser, Stream, Spring (MFR+GStr) population",Threatened,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"Middle Fraser, Stream, Spring (MFR+GStr) population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Middle Fraser, Stream, Spring population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Middle Fraser, Stream, Spring population",Endangered,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"Middle Fraser, Stream, Spring population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Middle Fraser, Stream, Summer population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Middle Fraser, Stream, Summer population",Threatened,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"Middle Fraser, Stream, Summer population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (North Thompson, Stream, Spring population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"North Thompson, Stream, Spring population",Endangered,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"North Thompson, Stream, Spring population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (North Thompson, Stream, Summer population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"North Thompson, Stream, Summer population",Endangered,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"North Thompson, Stream, Summer population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
Oncorhynchus tshawytscha - Chinook Salmon (Okanagan population),Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,Okanagan population,Endangered,2017-04-28,2027-04-28 00:00:00,Chinook Salmon,Okanagan population,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (South Coast - Georgia Strait, Ocean, Fall population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"South Coast - Georgia Strait, Ocean, Fall population",Data Deficient,2020-11-04,2030-11-04 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (South Coast - Southern Fjords, Ocean, Fall population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"South Coast - Southern Fjords, Ocean, Fall population",Data Deficient,2020-11-04,2030-11-04 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (South Thompson, Ocean, Summer population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"South Thompson, Ocean, Summer population",Not at Risk,2018-11-01,2028-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (South Thompson, Stream, Summer 1.2 population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"South Thompson, Stream, Summer 1.2 population",Endangered,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"South Thompson, Stream, Summer 1.2 population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (South Thompson, Stream, Summer 1.3 population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"South Thompson, Stream, Summer 1.3 population",Endangered,2020-11-04,2030-11-04 00:00:00,Chinook Salmon,"South Thompson, Stream, Summer 1.3 population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Southern Mainland Boundary Bay, Ocean, Fall population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Southern Mainland Boundary Bay, Ocean, Fall population",Threatened,2020-11-04,2030-11-04 00:00:00,Chinook Salmon,"Southern Mainland Boundary Bay, Ocean, Fall population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Southern Mainland, Ocean, Summer population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Southern Mainland, Ocean, Summer population",Data Deficient,2018-11-01,2028-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Southern Mainland, Stream, Summer population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Southern Mainland, Stream, Summer population",Data Deficient,2018-11-01,2028-11-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (Upper Fraser, Stream, Spring population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"Upper Fraser, Stream, Spring population",Endangered,2018-11-01,2028-11-01 00:00:00,Chinook Salmon,"Upper Fraser, Stream, Spring population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (West Vancouver Island, Ocean, Fall (Nootka & Kyuquot) population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"West Vancouver Island, Ocean, Fall (Nootka & Kyuquot) population",Threatened,2020-11-04,2030-11-04 00:00:00,Chinook Salmon,"West Vancouver Island, Ocean, Fall (Nootka & Kyuquot) population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (West Vancouver Island, Ocean, Fall (South) population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"West Vancouver Island, Ocean, Fall (South) population",Threatened,2020-11-04,2030-11-04 00:00:00,Chinook Salmon,"West Vancouver Island, Ocean, Fall (South) population",No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",Addition,Pending,9999-01-01
"Oncorhynchus tshawytscha - Chinook Salmon (West Vancouver Island, Ocean, Fall (WVI + WQCI) population)",Aquatic,Fishes (marine),Oncorhynchus tshawytscha,Chinook Salmon,"West Vancouver Island, Ocean, Fall (WVI + WQCI) population",Data Deficient,2020-11-04,2030-11-04 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Orcinus orca - Killer Whale (North Pacific resident population),Aquatic,Mammals (marine),Orcinus orca,Killer Whale,North Pacific resident population,Non-active,2001-11-01,2011-11-01 00:00:00,Killer Whale,North Pacific resident population,NA,9999-01-01,No schedule,9999-01-01,Pacific Ocean,NA,NA,9999-01-01
Orcinus orca - Killer Whale (Northeast Pacific Northern Resident population),Aquatic,Mammals (marine),Orcinus orca,Killer Whale,Northeast Pacific Northern Resident population,Threatened,2023-12-01,2033-12-01 00:00:00,Killer Whale,Northeast Pacific northern resident population,Threatened,2003-06-05,Schedule 1,2003-06-05,Pacific Ocean,NA,Added to list,9999-01-01
Orcinus orca - Killer Whale (Northeast Pacific Offshore population),Aquatic,Mammals (marine),Orcinus orca,Killer Whale,Northeast Pacific Offshore population,Threatened,2023-12-01,2033-12-01 00:00:00,Killer Whale,Northeast Pacific offshore population,Threatened,2011-06-23,Schedule 1,2003-06-05,Pacific Ocean,NA,Uplisted: Special Concern to threatened,9999-01-01
Orcinus orca - Killer Whale (Northeast Pacific Southern Resident population),Aquatic,Mammals (marine),Orcinus orca,Killer Whale,Northeast Pacific Southern Resident population,Endangered,2023-12-01,2033-12-01 00:00:00,Killer Whale,Northeast Pacific southern resident population,Endangered,2003-06-05,Schedule 1,2003-06-05,Pacific Ocean,NA,Added to list,9999-01-01
Orcinus orca - Killer Whale (Northeast Pacific Transient population),Aquatic,Mammals (marine),Orcinus orca,Killer Whale,Northeast Pacific Transient population,Threatened,2023-12-01,2033-12-01 00:00:00,Killer Whale,Northeast Pacific transient population,Threatened,2003-06-05,Schedule 1,2003-06-05,Pacific Ocean,NA,Added to list,9999-01-01
Oreoscoptes montanus - Sage Thrasher,Terrestrial,Birds,Oreoscoptes montanus,Sage Thrasher,NA,Endangered,2021-12-01,2031-12-01 00:00:00,Sage Thrasher,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,"Alberta, British Columbia, Saskatchewan",NA,Added to list,9999-01-01
Orthocarpus barbatus - Grand Coulee Owl-clover,Terrestrial,Vascular Plants,Orthocarpus barbatus,Grand Coulee Owl-clover,NA,Endangered,2005-05-05,2015-05-05 00:00:00,Grand Coulee Owl-clover,NA,Endangered,2006-08-15,Schedule 1,2006-08-15,British Columbia,NA,Added to list,9999-01-01
Orthocarpus bracteosus - Rosy Owl-clover,Terrestrial,Vascular Plants,Orthocarpus bracteosus,Rosy Owl-clover,NA,Endangered,2004-05-01,2014-05-01 00:00:00,Rosy Owl-clover,NA,Endangered,2005-07-14,Schedule 1,2005-07-14,British Columbia,NA,Added to list,9999-01-01
Ostrea lurida - Olympia Oyster,Aquatic,Molluscs,Ostrea lurida,Olympia Oyster,NA,Special Concern,2011-05-06,2021-05-06 00:00:00,Olympia Oyster,NA,Special Concern,2003-06-05,Schedule 1,2003-06-05,"British Columbia, Pacific Ocean",NA,Added to list,9999-01-01
Otus flammeolus - Flammulated Owl,Terrestrial,Birds,Otus flammeolus,Flammulated Owl,NA,Special Concern,2010-04-25,2020-04-25 00:00:00,Flammulated Owl,NA,Special Concern,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Oxystegus recurvifolius - Drooping-leaved Beard-moss,Terrestrial,Mosses,Oxystegus recurvifolius,Drooping-leaved Beard-moss,NA,Endangered,2019-05-03,2029-05-03 00:00:00,Drooping-leaved Beard-moss,NA,Endangered,2023-02-03,Schedule 1,2023-02-03,British Columbia,NA,Added to list,9999-01-01
Pantosteus bondi - Cordilleran Sucker,Aquatic,Fishes (freshwater),Pantosteus bondi,Cordilleran Sucker,NA,Threatened,2022-12-03,2032-12-03 00:00:00,Cordilleran Sucker,NA,No Status,9999-01-01,No schedule,9999-01-01,British Columbia,Addition,Pending,9999-01-01
Patagioenas fasciata - Band-tailed Pigeon,Terrestrial,Birds,Patagioenas fasciata,Band-tailed Pigeon,NA,Special Concern,2021-05-05,2031-05-05 00:00:00,Band-tailed Pigeon,NA,Special Concern,2011-02-04,Schedule 1,2011-02-04,British Columbia,NA,Added to list,9999-01-01
Pelecanus erythrorhynchos - American White Pelican,Terrestrial,Birds,Pelecanus erythrorhynchos,American White Pelican,NA,Not at Risk,1987-04-01,1997-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",NA,NA,9999-01-01
Peltigera gowardii - Western Waterfan,Terrestrial,Lichens,Peltigera gowardii,Western Waterfan,NA,Special Concern,2013-11-01,2023-11-01 00:00:00,Western Waterfan,NA,Special Concern,2018-02-02,Schedule 1,2018-02-02,British Columbia,NA,Added to list,2026-04-01
Phacelia ramosissima - Branched Phacelia,Terrestrial,Vascular Plants,Phacelia ramosissima,Branched Phacelia,NA,Endangered,2005-05-05,2015-05-05 00:00:00,Branched Phacelia,NA,Endangered,2006-08-15,Schedule 1,2006-08-15,British Columbia,NA,Added to list,9999-01-01
Phalacrocorax auritus - Double-crested Cormorant,Terrestrial,Birds,Phalacrocorax auritus,Double-crested Cormorant,NA,Not at Risk,1978-04-01,1988-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Ontario, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,NA,9999-01-01
Phalaenoptilus nuttallii - Common Poorwill,Terrestrial,Birds,Phalaenoptilus nuttallii,Common Poorwill,NA,Data Deficient,1993-04-01,2003-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia, Saskatchewan",NA,NA,9999-01-01
Phalaropus lobatus - Red-necked Phalarope,Terrestrial,Birds,Phalaropus lobatus,Red-necked Phalarope,NA,Special Concern,2014-11-28,2024-11-28 00:00:00,Red-necked Phalarope,NA,Special Concern,2019-05-22,Schedule 1,2019-05-22,"Alberta, Arctic Ocean, Atlantic Ocean, British Columbia, Manitoba, New Brunswick, Newfoundland and Labrador, Northwest Territories, Nova Scotia, Nunavut, Ontario, Pacific Ocean, Prince Edward Island, Quebec, Saskatchewan, Yukon",NA,Added to list,9999-01-01
Phlox speciosa ssp. occidentalis - Showy Phlox,Terrestrial,Vascular Plants,Phlox speciosa ssp. occidentalis,Showy Phlox,NA,Threatened,2004-11-01,2014-11-01 00:00:00,Showy Phlox,NA,Threatened,2006-08-15,Schedule 1,2006-08-15,British Columbia,NA,Added to list,9999-01-01
Phoca vitulina richardsi - Harbour Seal Pacific subspecies,Aquatic,Mammals (marine),Phoca vitulina richardsi,Harbour Seal Pacific subspecies,NA,Not at Risk,1999-04-01,2009-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"British Columbia, Pacific Ocean",NA,NA,9999-01-01
Phocoena phocoena vomerina - Harbour Porpoise (Pacific Ocean population),Aquatic,Mammals (marine),Phocoena phocoena vomerina,Harbour Porpoise,Pacific Ocean population,Special Concern,2016-04-29,2026-04-29 00:00:00,Harbour Porpoise,Pacific Ocean population,Special Concern,2005-07-14,Schedule 1,2005-07-14,"Arctic Ocean, British Columbia, Pacific Ocean",NA,Added to list,9999-01-01
Phocoenoides dalli - Dall's Porpoise,Aquatic,Mammals (marine),Phocoenoides dalli,Dall's Porpoise,NA,Not at Risk,1989-04-01,1999-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,Pacific Ocean,NA,NA,9999-01-01
Phoebastria albatrus - Short-tailed Albatross,Terrestrial,Birds,Phoebastria albatrus,Short-tailed Albatross,NA,Threatened,2013-11-01,2023-11-01 00:00:00,Short-tailed Albatross,NA,Threatened,2005-07-14,Schedule 1,2005-07-14,"British Columbia, Pacific Ocean",NA,Added to list,9999-01-01
Phoebastria nigripes - Black-footed Albatross,Terrestrial,Birds,Phoebastria nigripes,Black-footed Albatross,NA,Special Concern,2007-04-22,2017-04-22 00:00:00,Black-footed Albatross,NA,Special Concern,2009-03-05,Schedule 1,2009-03-05,Pacific Ocean,NA,Added to list,9999-01-01
Phrynosoma douglasii - Pygmy Short-horned Lizard,Terrestrial,Reptiles,Phrynosoma douglasii,Pygmy Short-horned Lizard,NA,Extirpated,2018-11-01,2028-11-01 00:00:00,Pygmy Short-horned Lizard,NA,Extirpated,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Physella wrighti - Hotwater Physa,Terrestrial,Molluscs,Physella wrighti,Hotwater Physa,NA,Endangered,2008-04-25,2018-04-25 00:00:00,Hotwater Physa,NA,Endangered,2003-06-05,Schedule 1,2003-06-05,British Columbia,NA,Added to list,9999-01-01
Physella wrighti - Liard Hot Springs Snail,Aquatic,Molluscs,Physella wrighti,Liard Hot Springs Snail,NA,Endangered,9999-01-01,9999-01-01,NA,NA,NA,9999-01-01,NA,9999-01-01,"BC, CMN, CWS, DFO, Parks",NA,NA,2025-11-01
Physeter macrocephalus - Sperm Whale,Aquatic,Mammals (marine),Physeter macrocephalus,Sperm Whale,NA,Not at Risk,1996-04-01,2006-04-01 00:00:00,NA,NA,No Status,9999-01-01,No schedule,9999-01-01,"Atlantic Ocean, Pacific Ocean",NA,NA,9999-01-01
Pinus albicaulis - Whitebark Pine,Terrestrial,Vascular Plants,Pinus albicaulis,Whitebark Pine,NA,Endangered,2010-04-25,2020-04-25 00:00:00,Whitebark Pine,NA,Endangered,2012-06-20,Schedule 1,2012-06-20,"Alberta, British Columbia",NA,Added to list,9999-01-01
Pinus flexilis - Limber Pine,Terrestrial,Vascular Plants,Pinus flexilis,Limber Pine,NA,Endangered,2014-11-28,2024-11-28 00:00:00,Limber Pine,NA,No Status,9999-01-01,No schedule,9999-01-01,"Alberta, British Columbia",Addition,Pending,9999-01-01
Pituophis catenifer catenifer - Pacific Gophersnake,Terrestrial,Reptiles,Pituophis catenifer catenifer,Pacific Gophersnake,NA,Extirpated,2023-05-05,2033-05-05 00:00:00,Pacific Gophersnake,NA,Extirpated,2005-01-12,Schedule 1,2005-01-12,British Columbia,NA,Added to list,9999-01-01
Pituophis catenifer deserticola - Great Basin Gophersnake,Terrestrial,Reptiles,Pituophis catenifer deserticola,Great Basin Gophersnake,NA,Threatened,2013-05-03,2023-05-03 00:00:00,Great Basin Gophersnake,NA,Threatened,2005-01-12,Schedule 1,2005-01-12,British Columbia,NA,Added to list,9999-01-01
Plagiobothrys figuratus - Fragrant Popcornflower,Terrestrial,Vascular Plants,Plagiobothrys figuratus,Fragrant Popcornflower,NA,Endangered,2008-04-25,2018-04-25 00:00:00,Fragrant Popcornflower,NA,Endangered,2010-02-23,Schedule 1,2010-02-23,British Columbia,NA,Added to list,9999-01-01
